DENUMIRE^CUI^ADR_JUDET^ADRESA
A&CB IMPEX S.R.L.^50077612^Bucureşti^Bucureşti Sectorul 2, GRIGORE IONESCU 63
VIDAM REMUS-ADALBERT P.F.A^50473862^Mureş^Municipiul Târnăveni, MĂRŢISOR 7
ANCO ENGINEERING S.R.L.^50469560^Bucureşti^Bucureşti Sectorul 4, BERCENI 94
LINGUAPRO EXAM PREPARATION S.R.L.^50468580^Braşov^Municipiul Braşov, MIHAI VITEAZUL 37
HIVE-TECH S.R.L.^50473927^Caraş-Severin^Municipiul Reşiţa, MIHAIL KOGĂLNICEANU 
STUDENT TRAVEL ORG S.R.L.^50272273^Braşov^Municipiul Braşov, CAVALULUI 2 L
GEORGESCU V. DANIELA PERSOANĂ FIZICĂ AUTORIZATĂ^50220304^Tulcea^Municipiul Tulcea, ISACCEI 1
SZABO IULIU-CRISTIAN PERSOANĂ FIZICĂ AUTORIZATĂ^50282250^Bihor^Municipiul Oradea, PANDURILOR 3
NĂSTASE ROBERT PERSOANĂ FIZICĂ AUTORIZATĂ^50369021^Bucureşti^Bucureşti Sectorul 1, BUCUREŞTII NOI 136
JALEX S.R.L.^50335088^Mureş^Municipiul Sighişoara, Târnavei 49
POWER SOFT TECH S.R.L.^48921859^Bucureşti^Bucureşti Sectorul 1, AXINTE URICARIUL 8
HERMES TOP SOLUTIONS S.R.L.^45425150^Braşov^Municipiul Codlea, ŞOIMULUI 29A
ASR DINAMIC SOLUTIONS S.R.L.^50386154^Braşov^Sat Lunca Calnicului, Comuna Prejmer, OLTULUI 178
